subject,session,trial_type,f1,f2
def-1-16-08,2,cr,19,19
def-1-16-08,2,cr,11,11
def-1-16-08,2,cr,11,11
def-1-16-08,2,fa,24,24
def-1-16-08,2,fa,334,334
def-1-16-08,2,fa,3909,3909
def-1-16-08,2,fa,13,13
def-1-16-08,2,fa,113,113
def-1-16-08,2,fa,142,142
def-1-16-08,2,fa,882,882
def-1-16-08,2,fa,34,34
def-1-16-08,2,fa,12,12
def-1-16-08,2,fa,12,12
def-1-16-08,2,fa,96,96
def-1-16-08,2,fa,140,140
def-1-16-08,2,fa,29,29
def-1-16-08,2,fa,237,237
def-1-16-08,2,fa,11,11
def-1-16-08,2,fa,499,499
def-1-16-08,2,fa,287,287
def-1-16-08,2,fa,15,15
def-1-16-08,2,fa,192,192
def-1-16-08,2,fa,499,499
def-1-16-08,2,fa,17,17
def-1-16-08,2,fa,20,20
def-1-16-08,2,fa,882,882
def-1-16-08,2,fa,28,28
def-1-16-08,2,fa,99,99
def-1-16-08,2,fa,99,99
def-1-16-08,2,fa,1318,1318
def-1-16-08,2,fa,14,14
def-1-16-08,2,fa,25,25
def-1-16-08,2,fa,98,98
def-1-16-08,2,fa,55,55
def-1-16-08,2,fa,55,55
def-1-16-08,2,fa,400,400
def-1-16-08,2,fa,30,30
def-1-16-08,2,fa,30,30
def-1-16-08,2,fa,202,202
def-1-16-08,2,fa,75,75
def-1-16-08,2,fa,570,570
def-1-16-08,2,fa,22,22
def-1-16-08,2,fa,252,252
def-1-16-08,2,fa,112,112
def-1-16-08,2,fa,24,24
def-1-16-08,2,fa,334,334
def-1-16-08,2,fa,287,287
def-1-16-08,2,fa,67,67
def-1-16-08,2,fa,499,499
def-1-16-08,2,fa,28,28
def-1-16-08,2,fa,12,12
def-1-16-08,2,fa,20,20
def-1-16-08,2,fa,882,882
def-1-16-08,2,fa,13,13
def-1-16-08,2,fa,70,70
def-1-16-08,2,fa,104,104
def-1-16-08,2,fa,49,49
def-1-16-08,2,fa,12,12
def-1-16-08,2,fa,14,14
def-1-16-08,2,fa,570,570
def-1-16-08,2,fa,121,121
def-1-16-08,2,fa,28,28
def-1-16-08,2,fa,13,13
def-1-16-08,2,fa,882,882
def-1-16-08,2,fa,36,36
def-1-16-08,2,fa,252,252
def-1-16-08,2,fa,15,15
def-1-16-08,2,fa,15,15
def-1-16-08,2,fa,115,115
def-1-16-08,2,fa,570,570
def-1-16-08,2,fa,15,15
def-1-16-08,2,fa,613,613
def-1-16-08,2,fa,32,32
def-1-16-08,2,fa,99,99
def-1-16-08,2,fa,99,99
def-1-16-08,2,fa,444,444
def-1-16-08,2,fa,30,30
def-1-16-08,2,fa,444,444
def-1-16-08,2,fa,38,38
def-1-16-08,2,fa,57,57
def-1-16-08,2,fa,57,57
def-1-16-08,2,fa,110,110
def-1-16-08,2,fa,39,39
def-1-16-08,2,fa,17,17
def-1-16-08,2,fa,17,17
def-1-16-08,2,fa,991,991
def-1-16-08,2,fa,184,184
def-1-16-08,2,fa,22,22
def-1-16-08,2,fa,22,22
def-1-16-08,2,fa,882,882
def-1-16-08,2,fa,106,106
def-1-16-08,2,fa,277,277
def-1-16-08,2,fa,9,9
def-1-16-08,2,fa,334,334
def-1-16-08,2,fa,113,113
def-1-16-08,2,fa,10,10
def-1-16-08,2,fa,80,80
def-1-16-08,2,fa,13,13
def-1-16-08,2,fa,58,58
def-1-16-08,2,fa,58,58
def-1-16-08,2,fa,58,58
def-1-16-08,2,fa,570,570
def-1-16-08,2,fa,20,20
def-1-16-08,2,fa,882,882
def-1-16-08,2,fa,400,400
def-1-16-08,2,fa,129,129
def-1-16-08,2,fa,21,21
def-1-16-08,2,fa,13,13
def-1-16-08,2,fa,70,70
def-1-16-08,2,fa,268,268
def-1-16-08,2,fa,20,20
def-1-16-08,2,fa,14,14
def-1-16-08,2,fa,140,140
def-1-16-08,2,fa,34,34
def-1-16-08,2,fa,14,14
def-1-16-08,2,fa,202,202
def-1-16-08,2,fa,34,34
def-1-16-08,2,fa,34,34
def-1-16-08,2,fa,499,499
def-1-16-08,2,fa,991,991
def-1-16-08,2,fa,26,26
def-1-16-08,2,fa,37,37
def-1-16-08,2,fa,19,19
def-1-16-08,2,fa,26,26
def-1-16-08,2,fa,11,11
kad-1-14-08,1,hit,2617,27
kad-1-14-08,1,hit,27,58
kad-1-14-08,1,hit,58,244
kad-1-14-08,1,hit,28,277
kad-1-14-08,1,hit,2617,159
kad-1-14-08,1,hit,159,3909
kad-1-14-08,1,hit,3909,7764
kad-1-14-08,1,hit,7764,79
kad-1-14-08,1,hit,79,138
kad-1-14-08,1,hit,2617,613
kad-1-14-08,1,hit,613,178
kad-1-14-08,1,hit,202,7764
kad-1-14-08,1,hit,7764,3909
kad-1-14-08,1,hit,3909,7764
kad-1-14-08,1,hit,570,343
kad-1-14-08,1,hit,3909,90
kad-1-14-08,1,hit,90,7764
kad-1-14-08,1,hit,7764,12
kad-1-14-08,1,hit,12,10
kad-1-14-08,1,hit,10,7764
kad-1-14-08,1,hit,7764,466
kad-1-14-08,1,hit,22,1968
kad-1-14-08,1,hit,1968,27
kad-1-14-08,1,hit,27,31
kad-1-14-08,1,hit,178,7764
kad-1-14-08,1,hit,723,17
kad-1-14-08,1,hit,17,81
kad-1-14-08,1,hit,81,795
kad-1-14-08,1,hit,116,1968
kad-1-14-08,1,hit,1968,180
kad-1-14-08,1,hit,10,24
kad-1-14-08,1,hit,24,1578
kad-1-14-08,1,hit,1578,80
kad-1-14-08,1,hit,882,10
kad-1-14-08,1,hit,10,7764
kad-1-14-08,1,hit,7764,1968
kad-1-14-08,1,hit,32,7764
kad-1-14-08,1,hit,7764,244
kad-1-14-08,1,hit,53,3909
kad-1-14-08,1,hit,3909,499
kad-1-14-08,1,hit,991,364
kad-1-14-08,1,hit,188,14
kad-1-14-08,1,hit,14,39
kad-1-14-08,1,hit,1968,184
kad-1-14-08,1,hit,1968,1131
kad-1-14-08,1,hit,19,36
kad-1-14-08,1,hit,268,120
kad-1-14-08,1,hit,16,92
kad-1-14-08,1,hit,723,53
kad-1-14-08,1,hit,30,145
kad-1-14-08,1,hit,7764,15
kad-1-14-08,1,hit,15,7764
kad-1-14-08,1,hit,7764,252
kad-1-14-08,1,hit,7764,723
kad-1-14-08,1,hit,723,31
kad-1-14-08,1,hit,31,1968
kad-1-14-08,1,hit,19,64
kad-1-14-08,1,hit,64,795
kad-1-14-08,1,hit,1968,43
kad-1-14-08,1,hit,43,7764
kad-1-14-08,1,hit,7764,79
kad-1-14-08,1,hit,10,723
kad-1-14-08,1,hit,723,1968
kad-1-14-08,1,hit,1968,20
kad-1-14-08,1,hit,400,7764
kad-1-14-08,1,hit,7764,192
kad-1-14-08,1,hit,1318,58
kad-1-14-08,1,hit,58,277
kad-1-14-08,1,hit,2617,83
kad-1-14-08,1,hit,83,7764
kad-1-14-08,1,hit,34,83
kad-1-14-08,1,hit,83,13
kad-1-14-08,1,hit,13,7764
kad-1-14-08,1,hit,7764,16
kad-1-14-08,1,hit,307,131
kad-1-14-08,1,hit,131,1318
kad-1-14-08,1,hit,1318,7764
kad-1-14-08,1,hit,24,3909
kad-1-14-08,1,hit,795,125
kad-1-14-08,1,hit,9,268
kad-1-14-08,1,hit,268,9
kad-1-14-08,1,hit,2617,664
kad-1-14-08,1,hit,73,7764
kad-1-14-08,1,hit,7764,50
kad-1-14-08,1,hit,50,570
kad-1-14-08,1,hit,570,32
kad-1-14-08,1,hit,32,723
kad-1-14-08,1,hit,62,570
kad-1-14-08,1,hit,570,7764
kad-1-14-08,1,hit,112,7764
kad-1-14-08,1,hit,7764,10
kad-1-14-08,1,hit,10,309
kad-1-14-08,1,hit,7764,3909
kad-1-14-08,1,hit,18,400
kad-1-14-08,1,hit,466,7764
kad-1-14-08,1,hit,7764,17
kad-1-14-08,1,hit,17,1578
kad-1-14-08,1,hit,1578,153
kad-1-14-08,1,hit,364,795
kad-1-14-08,1,hit,795,97
kad-1-14-08,1,hit,466,1578
kad-1-14-08,1,hit,2617,470
kad-1-14-08,1,hit,470,7764
kad-1-14-08,1,hit,7764,20
kad-1-14-08,1,hit,135,2617
kad-1-14-08,1,hit,2617,268
kad-1-14-08,1,hit,268,7764
kad-1-14-08,1,hit,7764,22
kad-1-14-08,1,hit,470,212
kad-1-14-08,1,hit,212,188
kad-1-14-08,1,hit,795,7764
kad-1-14-08,1,hit,7764,421
kad-1-14-08,1,hit,421,7764
kad-1-14-08,1,hit,7764,54
kad-1-14-08,1,hit,54,7764
kad-1-14-08,1,hit,12,52
kad-1-14-08,1,hit,13,277
kad-1-14-08,1,hit,1968,46
kad-1-14-08,1,hit,46,21
kad-1-14-08,1,hit,7764,150
kad-1-14-08,1,hit,150,532
kad-1-14-08,1,hit,56,1968
kad-1-14-08,1,hit,1968,7764
kad-1-14-08,1,hit,456,99
kad-1-14-08,1,hit,1318,664
kad-1-14-08,1,hit,664,19
kad-1-14-08,1,hit,70,1968
kad-1-14-08,1,hit,46,1578
kad-1-14-08,1,hit,1578,7764
kad-1-14-08,1,hit,795,499
kad-1-14-08,1,hit,499,1318
kad-1-14-08,1,hit,1318,1578
kad-1-14-08,1,hit,1578,1968
kad-1-14-08,1,hit,23,664
kad-1-14-08,1,hit,664,364
kad-1-14-08,1,hit,343,1578
kad-1-14-08,1,hit,9,3909
kad-1-14-08,1,hit,22,7764
kad-1-14-08,1,hit,1131,49
kad-1-14-08,1,hit,106,3909
kad-1-14-08,1,hit,12,224
kad-1-14-08,1,hit,224,1968
kad-1-14-08,1,hit,172,15
kad-1-14-08,1,hit,15,18
kad-1-14-08,1,hit,470,1318
kad-1-14-08,1,hit,1318,7764
kad-1-14-08,1,hit,7764,48
kad-1-14-08,1,hit,882,664
kad-1-14-08,1,hit,664,19
kad-1-14-08,1,hit,19,7764
kad-1-14-08,1,hit,25,1578
kad-1-14-08,1,hit,1578,1968
kad-1-14-08,1,hit,1968,343
kad-1-14-08,1,hit,2617,10
kad-1-14-08,1,hit,10,153
kad-1-14-08,1,hit,153,1318
kad-1-14-08,1,hit,18,3909
kad-1-14-08,1,hit,3909,7764
kad-1-14-08,1,hit,7764,65
kad-1-14-08,1,hit,7764,147
kad-1-14-08,1,hit,147,142
kad-1-14-08,1,hit,268,7764
kad-1-14-08,1,hit,21,7764
kad-1-14-08,1,hit,7764,882
kad-1-14-08,1,hit,1968,197
kad-1-14-08,1,hit,197,133
kad-1-14-08,1,hit,133,1318
kad-1-14-08,1,hit,1318,35
kad-1-14-08,1,hit,35,36
kad-1-14-08,1,hit,39,991
kad-1-14-08,1,hit,7764,66
kad-1-14-08,1,hit,7764,16
kad-1-14-08,1,hit,16,349
kad-1-14-08,1,hit,24,32
kad-1-14-08,1,hit,3909,1968
kad-1-14-08,1,hit,7764,138
kad-1-14-08,1,hit,138,40
kad-1-14-08,1,hit,7764,9
kad-1-14-08,1,hit,175,176
kad-1-14-08,1,hit,3909,882
kad-1-14-08,1,hit,24,991
kad-1-14-08,1,hit,991,1578
kad-1-14-08,1,hit,1578,7764
kad-1-14-08,1,hit,7764,34
kad-1-14-08,1,hit,89,3909
kad-1-14-08,1,hit,3909,212
kad-1-14-08,1,hit,212,11
kad-1-14-08,1,hit,32,10
kad-1-14-08,1,hit,2617,7764
kad-1-14-08,1,hit,7764,456
kad-1-14-08,1,hit,7764,382
kad-1-14-08,1,hit,382,12
kad-1-14-08,1,hit,12,1968
kad-1-14-08,1,hit,1968,723
kad-1-14-08,1,hit,723,499
kad-1-14-08,1,hit,499,28
kad-1-14-08,1,hit,29,456
kad-1-14-08,1,hit,723,14
kad-1-14-08,1,hit,12,307
kad-1-14-08,1,hit,24,723
kad-1-14-08,1,hit,723,54
kad-1-14-08,1,hit,2617,1131
kad-1-14-08,1,hit,7764,795
kad-1-14-08,1,hit,795,1131
kad-1-14-08,1,hit,991,30
kad-1-14-08,1,hit,260,41
kad-1-14-08,1,hit,7764,175
kad-1-14-08,1,hit,175,991
kad-1-14-08,1,hit,1131,176
kad-1-14-08,1,hit,176,22
kad-1-14-08,1,hit,22,2617
kad-1-14-08,1,hit,86,17
kad-1-14-08,1,hit,17,2617
kad-1-14-08,1,hit,2617,1318
kad-1-14-08,1,hit,1318,466
kad-1-14-08,1,hit,309,1578
kad-1-14-08,1,hit,1578,237
kad-1-14-08,1,hit,176,570
kad-1-14-08,1,hit,570,7764
kad-1-14-08,1,hit,69,307
kad-1-14-08,1,hit,723,7764
kad-1-14-08,1,hit,7764,882
kad-1-14-08,1,hit,882,2617
kad-1-14-08,1,hit,2617,31
kad-1-14-08,1,hit,664,7764
kad-1-14-08,1,hit,7764,795
kad-1-14-08,1,hit,795,41
kad-1-14-08,1,miss,277,207
kad-1-14-08,1,miss,180,10
kad-1-14-08,1,miss,34,53
kad-1-14-08,1,miss,364,162
kad-1-14-08,1,miss,162,3909
kad-1-14-08,1,miss,17,109
kad-1-14-08,1,miss,109,3909
kad-1-14-08,1,miss,78,400
kad-1-14-08,1,miss,1131,16
kad-1-14-08,1,miss,16,19
kad-1-14-08,1,miss,36,14
kad-1-14-08,1,miss,14,3909
kad-1-14-08,1,miss,120,16
kad-1-14-08,1,miss,53,30
kad-1-14-08,1,miss,466,50
kad-1-14-08,1,miss,50,10
kad-1-14-08,1,miss,20,33
kad-1-14-08,1,miss,33,400
kad-1-14-08,1,miss,3909,244
kad-1-14-08,1,miss,244,882
kad-1-14-08,1,miss,277,37
kad-1-14-08,1,miss,125,9
kad-1-14-08,1,miss,1131,10
kad-1-14-08,1,miss,160,112
kad-1-14-08,1,miss,3909,18
kad-1-14-08,1,miss,197,466
kad-1-14-08,1,miss,97,13
kad-1-14-08,1,miss,188,81
kad-1-14-08,1,miss,52,13
kad-1-14-08,1,miss,21,882
kad-1-14-08,1,miss,882,48
kad-1-14-08,1,miss,532,56
kad-1-14-08,1,miss,456,109
kad-1-14-08,1,miss,109,3909
kad-1-14-08,1,miss,99,28
kad-1-14-08,1,miss,28,1318
kad-1-14-08,1,miss,19,70
kad-1-14-08,1,miss,13,23
kad-1-14-08,1,miss,188,343
kad-1-14-08,1,miss,3909,22
kad-1-14-08,1,miss,3909,12
kad-1-14-08,1,miss,18,349
kad-1-14-08,1,miss,3909,882
kad-1-14-08,1,miss,343,57
kad-1-14-08,1,miss,11,18
kad-1-14-08,1,miss,65,21
kad-1-14-08,1,miss,142,268
kad-1-14-08,1,miss,77,13
kad-1-14-08,1,miss,13,21
kad-1-14-08,1,miss,66,9
kad-1-14-08,1,miss,9,3909
kad-1-14-08,1,miss,349,24
kad-1-14-08,1,miss,40,307
kad-1-14-08,1,miss,9,309
kad-1-14-08,1,miss,309,1131
kad-1-14-08,1,miss,3909,175
kad-1-14-08,1,miss,176,49
kad-1-14-08,1,miss,49,3909
kad-1-14-08,1,miss,3909,24
kad-1-14-08,1,miss,309,230
kad-1-14-08,1,miss,230,21
kad-1-14-08,1,miss,178,89
kad-1-14-08,1,miss,150,32
kad-1-14-08,1,miss,10,19
kad-1-14-08,1,miss,53,54
kad-1-14-08,1,miss,54,12
kad-1-14-08,1,miss,307,36
kad-1-14-08,1,miss,36,456
kad-1-14-08,1,miss,54,10
kad-1-14-08,1,miss,260,532
kad-1-14-08,1,miss,532,2617
kad-1-14-08,1,miss,30,244
kad-1-14-08,1,miss,244,260
kad-1-14-08,1,miss,466,18
kad-1-14-08,1,miss,41,3909
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,58,58
kad-1-14-08,1,cr,58,58
kad-1-14-08,1,cr,244,244
kad-1-14-08,1,cr,28,28
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,159,159
kad-1-14-08,1,cr,159,159
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,79,79
kad-1-14-08,1,cr,138,138
kad-1-14-08,1,cr,138,138
kad-1-14-08,1,cr,138,138
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,613,613
kad-1-14-08,1,cr,613,613
kad-1-14-08,1,cr,613,613
kad-1-14-08,1,cr,202,202
kad-1-14-08,1,cr,202,202
kad-1-14-08,1,cr,202,202
kad-1-14-08,1,cr,202,202
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,570,570
kad-1-14-08,1,cr,570,570
kad-1-14-08,1,cr,90,90
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,12,12
kad-1-14-08,1,cr,12,12
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,22,22
kad-1-14-08,1,cr,22,22
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,27,27
kad-1-14-08,1,cr,31,31
kad-1-14-08,1,cr,31,31
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,81,81
kad-1-14-08,1,cr,81,81
kad-1-14-08,1,cr,81,81
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,116,116
kad-1-14-08,1,cr,116,116
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,24,24
kad-1-14-08,1,cr,24,24
kad-1-14-08,1,cr,24,24
kad-1-14-08,1,cr,1578,1578
kad-1-14-08,1,cr,1578,1578
kad-1-14-08,1,cr,80,80
kad-1-14-08,1,cr,80,80
kad-1-14-08,1,cr,80,80
kad-1-14-08,1,cr,882,882
kad-1-14-08,1,cr,882,882
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,32,32
kad-1-14-08,1,cr,32,32
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,244,244
kad-1-14-08,1,cr,34,34
kad-1-14-08,1,cr,34,34
kad-1-14-08,1,cr,34,34
kad-1-14-08,1,cr,53,53
kad-1-14-08,1,cr,53,53
kad-1-14-08,1,cr,499,499
kad-1-14-08,1,cr,499,499
kad-1-14-08,1,cr,499,499
kad-1-14-08,1,cr,499,499
kad-1-14-08,1,cr,991,991
kad-1-14-08,1,cr,991,991
kad-1-14-08,1,cr,364,364
kad-1-14-08,1,cr,364,364
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,109,109
kad-1-14-08,1,cr,109,109
kad-1-14-08,1,cr,109,109
kad-1-14-08,1,cr,109,109
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,39,39
kad-1-14-08,1,cr,39,39
kad-1-14-08,1,cr,78,78
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,184,184
kad-1-14-08,1,cr,184,184
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,14,14
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,92,92
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,53,53
kad-1-14-08,1,cr,30,30
kad-1-14-08,1,cr,30,30
kad-1-14-08,1,cr,145,145
kad-1-14-08,1,cr,145,145
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,252,252
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,31,31
kad-1-14-08,1,cr,31,31
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,64,64
kad-1-14-08,1,cr,64,64
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,43,43
kad-1-14-08,1,cr,43,43
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,79,79
kad-1-14-08,1,cr,79,79
kad-1-14-08,1,cr,79,79
kad-1-14-08,1,cr,50,50
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,20,20
kad-1-14-08,1,cr,33,33
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,192,192
kad-1-14-08,1,cr,192,192
kad-1-14-08,1,cr,192,192
kad-1-14-08,1,cr,244,244
kad-1-14-08,1,cr,882,882
kad-1-14-08,1,cr,1318,1318
kad-1-14-08,1,cr,1318,1318
kad-1-14-08,1,cr,58,58
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,37,37
kad-1-14-08,1,cr,37,37
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,34,34
kad-1-14-08,1,cr,34,34
kad-1-14-08,1,cr,34,34
kad-1-14-08,1,cr,83,83
kad-1-14-08,1,cr,13,13
kad-1-14-08,1,cr,13,13
kad-1-14-08,1,cr,13,13
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,16,16
kad-1-14-08,1,cr,131,131
kad-1-14-08,1,cr,1318,1318
kad-1-14-08,1,cr,1318,1318
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,125,125
kad-1-14-08,1,cr,125,125
kad-1-14-08,1,cr,9,9
kad-1-14-08,1,cr,9,9
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,9,9
kad-1-14-08,1,cr,9,9
kad-1-14-08,1,cr,9,9
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,664,664
kad-1-14-08,1,cr,664,664
kad-1-14-08,1,cr,664,664
kad-1-14-08,1,cr,73,73
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,50,50
kad-1-14-08,1,cr,50,50
kad-1-14-08,1,cr,50,50
kad-1-14-08,1,cr,570,570
kad-1-14-08,1,cr,570,570
kad-1-14-08,1,cr,32,32
kad-1-14-08,1,cr,32,32
kad-1-14-08,1,cr,32,32
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,723,723
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,62,62
kad-1-14-08,1,cr,62,62
kad-1-14-08,1,cr,570,570
kad-1-14-08,1,cr,570,570
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,112,112
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,10,10
kad-1-14-08,1,cr,309,309
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,17,17
kad-1-14-08,1,cr,1578,1578
kad-1-14-08,1,cr,1578,1578
kad-1-14-08,1,cr,153,153
kad-1-14-08,1,cr,153,153
kad-1-14-08,1,cr,364,364
kad-1-14-08,1,cr,364,364
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,97,97
kad-1-14-08,1,cr,97,97
kad-1-14-08,1,cr,97,97
kad-1-14-08,1,cr,13,13
kad-1-14-08,1,cr,1578,1578
kad-1-14-08,1,cr,1578,1578
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,470,470
kad-1-14-08,1,cr,470,470
kad-1-14-08,1,cr,470,470
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,20,20
kad-1-14-08,1,cr,135,135
kad-1-14-08,1,cr,2617,2617
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,268,268
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,22,22
kad-1-14-08,1,cr,470,470
kad-1-14-08,1,cr,470,470
kad-1-14-08,1,cr,470,470
kad-1-14-08,1,cr,212,212
kad-1-14-08,1,cr,212,212
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,188,188
kad-1-14-08,1,cr,81,81
kad-1-14-08,1,cr,81,81
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,795,795
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,421,421
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,54,54
kad-1-14-08,1,cr,54,54
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,12,12
kad-1-14-08,1,cr,12,12
kad-1-14-08,1,cr,12,12
kad-1-14-08,1,cr,12,12
kad-1-14-08,1,cr,52,52
kad-1-14-08,1,cr,52,52
kad-1-14-08,1,cr,13,13
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,277,277
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,46,46
kad-1-14-08,1,cr,46,46
kad-1-14-08,1,cr,882,882
kad-1-14-08,1,cr,48,48
kad-1-14-08,1,cr,48,48
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,150,150
kad-1-14-08,1,cr,150,150
kad-1-14-08,1,cr,532,532
kad-1-14-08,1,cr,532,532
kad-1-14-08,1,cr,56,56
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,7764,7764
kad-1-14-08,1,cr,109,109
kad-1-14-08,1,cr,109,109
kad-1-14-08,1,cr,1318,1318
kad-1-14-08,1,cr,1318,1318
kad-1-14-08,1,cr,664,664
kad-1-14-08,1,cr,664,664
kad-1-14-08,1,cr,664,664
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,19,19
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,1968,1968
kad-1-14-08,1,cr,46,46
kad-1-14-08,1,cr,46,46
